Symbol,Market Cap,Sector,Industry
SCLXW,31557681,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCM,344544215,Finance,Finance/Investors Services
SCNI,1883948,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCNX,10636515,Health Care,Other Pharmaceuticals
SCOR,27709754,Consumer Discretionary,Business Services
SCPH,110121796,Health Care,Biotechnology: Pharmaceutical Preparations
SCPX,34735,Health Care,Biotechnology: Pharmaceutical Preparations
SCS,1206589709,Consumer Discretionary,Office Equipment/Supplies/Services
SCSC,754352907,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,567673279,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,40481480,Consumer Discretionary,Metal Fabrications
SCYX,33570492,Health Care,Biotechnology: Pharmaceutical Preparations
SD,368109239,Energy,Oil & Gas Production
SDA,275394528,Consumer Discretionary,Automotive Aftermarket
SDAWW,13168703,Consumer Discretionary,Automotive Aftermarket
SDGR,1425709431,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,960661497,Consumer Discretionary,Homebuilding
SDHIU,0,Finance,Blank Checks
SDHY,394892261,Finance,Finance/Investors Services
SDOT,13373285,Consumer Discretionary,Restaurants
SDRL,1315369672,Energy,Oil & Gas Production
SDST,29277488,Industrials,Major Chemicals
SDSTW,2958433,Industrials,Major Chemicals
SE,68398151434,Consumer Discretionary,Other Consumer Services
SEAL^A,,,
SEAL^B,,,
SEAT,582892994,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEATW,41115893,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEB,2494630584,Industrials,Farming/Seeds/Milling
SEDG,843529148,Technology,Semiconductors
SEE,3932655684,Industrials,Major Chemicals
SEED,11735997,Consumer Staples,Farming/Seeds/Milling
SEER,117172789,Industrials,Biotechnology: Laboratory Analytical Instruments
SEG,242632007,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEI,1306171683,Industrials,Metal Fabrications
SEIC,9271191217,Finance,Investment Bankers/Brokers/Service
SELF,54091421,Real Estate,Real Estate Investment Trusts
SELX,50543249,Technology,Semiconductors
SEM,2191078822,Health Care,Hospital/Nursing Management
SEMR,1344031891,Technology,Computer Software: Prepackaged Software
SENEA,568885618,Consumer Staples,Packaged Foods
SENEB,624680301,Consumer Staples,Packaged Foods
SENS,392740127,Industrials,Industrial Machinery/Components
SEPN,249322403,Health Care,Biotechnology: Pharmaceutical Preparations
SER,50058364,Health Care,Biotechnology: Pharmaceutical Preparations
SERA,130315925,Health Care,Medical Specialities
SERV,333540804,Consumer Discretionary,Industrial Specialties
SES,203115541,Miscellaneous,Industrial Machinery/Components
SEVN,171978000,Real Estate,Real Estate Investment Trusts
SEZL,1291515527,Consumer Discretionary,Business Services
SF,8958206268,Finance,Investment Bankers/Brokers/Service
SF^B,,,
SF^C,,,
SF^D,,,
SFB,2052273801,Finance,Investment Bankers/Brokers/Service
SFBC,130741216,Finance,Savings Institutions
SFBS,4031975369,Finance,Major Banks
SFD,7834736330,Consumer Staples,Meat/Poultry/Fish
SFHG,13800000,Consumer Discretionary,Publishing
SFIX,406998040,Consumer Discretionary,Catalog/Specialty Distribution
SFL,1117584379,Consumer Discretionary,Marine Transportation
SFM,15148629798,Consumer Staples,Food Chains
SFNC,2377754511,Finance,Major Banks
SFST,265519269,Finance,Major Banks
SFWL,76722687,Industrials,Trucking Freight/Courier Services
SG,2667475086,Consumer Discretionary,Restaurants
SGA,74017580,Consumer Discretionary,Broadcasting
SGBX,2261721,Consumer Discretionary,RETAIL: Building Materials
SGC,172355748,Consumer Discretionary,Apparel
SGD,2327981,Finance,Real Estate
SGHC,3529350399,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,120631831,Health Care,Medical/Dental Instruments
SGI,12544811781,Consumer Discretionary,Home Furnishings
SGLY,3031979,Consumer Discretionary,Oil Refining/Marketing
SGMA,6394656,Technology,Electrical Products
SGML,956995349,Basic Materials,Metal Mining
SGMO,157004890,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,73083433,Health Care,Biotechnology: Pharmaceutical Preparations
SGN,536364,Technology,EDP Services
SGRP,28139641,Consumer Discretionary,Business Services
SGRY,2736024671,Health Care,Hospital/Nursing Management
SGU,449371819,Consumer Discretionary,Other Specialty Stores
SHAK,3726722359,Consumer Discretionary,Restaurants
SHBI,416568528,Finance,Major Banks
SHC,3208918231,Health Care,Misc Health and Biotechnology Services
SHCO,1128081939,Consumer Discretionary,Hotels/Resorts
SHEL,1.94309E+11,Energy,Oil & Gas Production
SHEN,689115100,Telecommunications,Telecommunications Equipment
SHFS,6464768,Finance,Finance: Consumer Services
SHFSW,54895,Finance,Finance: Consumer Services
SHG,16110902579,Finance,Major Banks
SHIM,46903392,Industrials,Military/Government/Technical
SHIP,114335937,Consumer Discretionary,Marine Transportation
SHLS,611200496,Technology,Semiconductors
SHMD,133651821,Technology,Industrial Machinery/Components
SHMDW,12355273,Technology,Industrial Machinery/Components
SHO,1732784616,Consumer Discretionary,Hotels/Resorts
SHO^H,,,
SHO^I,,,
SHOO,1602575782,Consumer Discretionary,Shoe Manufacturing
SHOP,1.18098E+11,Technology,Computer Software: Prepackaged Software
SHOT,33428770,Consumer Discretionary,Package Goods/Cosmetics
SHOTW,8926747,Consumer Discretionary,Package Goods/Cosmetics
SHPH,1631034,Health Care,Biotechnology: Pharmaceutical Preparations
SHW,84521190394,Consumer Discretionary,RETAIL: Building Materials
SHYF,308102639,Consumer Discretionary,Auto Manufacturing
SIBN,590947375,Health Care,Medical/Dental Instruments
SID,1936097163,Industrials,Steel/Iron Ore
SIDU,23978873,Telecommunications,Telecommunications Equipment
SIEB,118872832,Finance,Investment Bankers/Brokers/Service
SIF,16135904,Industrials,Aerospace
SIFY,280220988,Technology,Computer Software: Programming Data Processing
SIG,2533425180,Consumer Discretionary,Consumer Specialties
SIGA,435050885,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,5277267599,Finance,Property-Casualty Insurers
SIGIP,1069128569,Finance,Property-Casualty Insurers
SII,1089929644,Finance,Finance: Consumer Services
SILA,1435935256,Real Estate,Real Estate Investment Trusts
SILC,84873180,Telecommunications,Computer Communications Equipment
SILO,4843212,Consumer Discretionary,Apparel
SIM,4199874349,Industrials,Steel/Iron Ore
SIMA,0,Miscellaneous,Industrial Machinery/Components
SIMAU,0,Finance,Blank Checks
SIMAW,0,Finance,Blank Checks
SIMO,1426416607,Technology,Semiconductors
SINT,5231572,Health Care,Medical/Dental Instruments
SION,391824619,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,7080264660,Consumer Discretionary,Broadcasting
SISI,14946464,Health Care, Medicinal Chemicals and Botanical Products 
SITC,610814451,Real Estate,Real Estate Investment Trusts
SITE,5134095022,Consumer Discretionary,Professional and commerical equipment
SITM,3537314867,Technology,Semiconductors
SJ,35229866,Technology,EDP Services
SJM,12246424745,Consumer Staples,Packaged Foods
SJT,240035299,Energy,Oil & Gas Production
SJW,1715555894,Utilities,Water Supply
SKBL,373500000,Consumer Discretionary,Engineering & Construction
SKE,994192473,Basic Materials,Precious Metals
SKGR,0,Finance,Blank Checks
SKGRU,0,Finance,Blank Checks
SKGRW,0,Finance,Blank Checks
SKIL,159375598,Technology,Computer Software: Prepackaged Software
SKIN,135264790,Health Care,Medical/Dental Instruments
SKK,12114063,Industrials,Water Sewer Pipeline Comm & Power Line Construction
SKLZ,75762393,Technology,EDP Services
SKM,8185597200,Telecommunications,Telecommunications Equipment
SKT,3638401743,Real Estate,Real Estate Investment Trusts
SKWD,2076619239,Finance,Property-Casualty Insurers
SKX,7554359967,Consumer Discretionary,Shoe Manufacturing
SKY,4956661059,Consumer Discretionary,Homebuilding
SKYE,41815653,Health Care,Biotechnology: Pharmaceutical Preparations
SKYH,863555584,Finance,Real Estate
SKYQ,10946517,Industrials,Environmental Services
SKYT,344604660,Technology,Semiconductors
SKYW,3641397235,Consumer Discretionary,Air Freight/Delivery Services
SKYX,102382016,Consumer Discretionary,Building Products
SLAB,3226617969,Technology,Semiconductors
SLB,50402598112,Energy,Oilfield Services/Equipment
SLDB,212330708,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,189271722,Miscellaneous,Industrial Machinery/Components
SLDPW,28208766,Miscellaneous,Industrial Machinery/Components
SLE,4088519,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLF,32176566755,Finance,Life Insurance
SLG,3696497602,Real Estate,Real Estate Investment Trusts
SLG^I,,,
SLGL,12396641,Health Care,Biotechnology: Pharmaceutical Preparations
SLGN,5198763562,Industrials,Containers/Packaging
SLI,230786368,Industrials,Major Chemicals
SLM,5734039340,Finance,Finance: Consumer Services
SLMBP,14727538105,Finance,Finance: Consumer Services
SLN,102024000,Health Care,Biotechnology: Pharmaceutical Preparations
SLND,168439655,Industrials,Military/Government/Technical
SLNG,75315019,Utilities,Oil/Gas Transmission
SLNH,5761277,Technology,EDP Services
SLNHP,62307695,Technology,EDP Services
SLNO,2901390802,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,513837200,Technology,EDP Services
SLQT,597340662,Finance,Specialty Insurers
SLRC,824320520,Finance,Finance/Investors Services
SLRN,219043930,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,1043947,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,101748295,Health Care,Biotechnology: Pharmaceutical Preparations
SLSN,123381771,Consumer Discretionary,Package Goods/Cosmetics
SLSR,462393670,,
SLVM,2509851686,Basic Materials,Paper
SLXN,7027045,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLXNW,504035,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SM,2818052815,Energy,Oil & Gas Production
SMA,768072702,Real Estate,Real Estate Investment Trusts
SMBC,561828460,Finance,Banks
SMBK,484162612,Finance,Major Banks
SMC,309876734,Utilities,Natural Gas Distribution
SMCI,21786700432,Technology,Computer Manufacturing
SMFG,2.64552E+11,Finance,Commercial Banks
SMG,3022489293,Industrials,Agricultural Chemicals
SMHI,136133256,Consumer Discretionary,Marine Transportation
SMID,166352444,Industrials,Building Materials
SMP,513098324,Consumer Discretionary,Auto Parts:O.E.M.
SMPL,3660405446,Consumer Staples,Packaged Foods
SMR,4535831212,Industrials,Metal Fabrications
SMRT,221606461,Technology,EDP Services
SMSI,14005801,Technology,Computer Software: Prepackaged Software
SMTC,2593375949,Technology,Semiconductors
SMTI,259935568,Health Care,Industrial Specialties
SMTK,8941936,Technology,Semiconductors
SMWB,607968002,Technology,Computer Software: Programming Data Processing
SMX,1771175,Technology,Industrial Machinery/Components
SMXT,52249230,Consumer Discretionary,Engineering & Construction
SMXWW,22140,Technology,Industrial Machinery/Components
SN,11052360585,Consumer Discretionary,Consumer Electronics/Appliances
SNA,17283480362,Consumer Discretionary,Industrial Machinery/Components
SNAL,28658240,Technology,Computer Software: Prepackaged Software
SNAP,14961904020,Technology,Computer Software: Programming Data Processing
SNBR,120900600,Consumer Discretionary,Home Furnishings
SNCR,123067732,Technology,EDP Services
SNCRL,284975915,Health Care,Biotechnology: Pharmaceutical Preparations
SNCY,619290281,Consumer Discretionary,Air Freight/Delivery Services
SND,90041188,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,412178289,Health Care,Hospital/Nursing Management
SNDK,5299097722,Technology,Electronic Components
SNDL,368489000,Health Care, Medicinal Chemicals and Botanical Products 
SNDR,4067804422,Industrials,Trucking Freight/Courier Services
SNDX,991001019,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,2952312,Industrials,Agricultural Chemicals
SNEX,3668714502,Finance,Investment Bankers/Brokers/Service
SNFCA,237755773,Finance,Finance: Consumer Services
SNGX,6153426,Health Care,Biotechnology: Pharmaceutical Preparations
SNN,11321366841,Health Care,Industrial Specialties
SNOA,3457737,Health Care,Biotechnology: Pharmaceutical Preparations
SNOW,50499215000,Technology,Computer Software: Prepackaged Software
SNPS,66285626581,Technology,Computer Software: Prepackaged Software
SNPX,2920001,Health Care,Biotechnology: Pharmaceutical Preparations
SNRE,4573357350,Telecommunications,Cable & Other Pay Television Services
SNSE,7890125,Health Care,Biotechnology: Pharmaceutical Preparations
SNT,74592000,Telecommunications,Telecommunications Equipment
SNTG,4600733,Finance,Finance: Consumer Services
SNTI,81393666,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNV,6033073715,Finance,Major Banks
SNV^D,,,
SNV^E,,,
SNWV,266199449,Health Care,Medical/Dental Instruments
SNX,8946022519,Technology,Retail: Computer Software & Peripheral Equipment
SNY,1.29369E+11,Health Care,Biotechnology: Pharmaceutical Preparations
SNYR,17101130,Health Care,Other Pharmaceuticals
SO,96299232897,Utilities,Electric Utilities: Central
SOAR,3066521,Consumer Discretionary,Transportation Services
SOBO,4917342989,Energy,Natural Gas Distribution
SOBR,7535241,Consumer Discretionary,Newspapers/Magazines
SOC,1766807954,Energy,Oil & Gas Production
SOFI,12489593049,Finance,Finance: Consumer Services
SOGP,10525740,Technology,Computer Software: Programming Data Processing
SOHO,13883201,Real Estate,Real Estate Investment Trusts
SOHOB,344821843,Real Estate,Real Estate Investment Trusts
SOHON,328060565,Real Estate,Real Estate Investment Trusts
SOHOO,338385415,Real Estate,Real Estate Investment Trusts
SOHU,283817376,Technology,EDP Services
SOJC,23965128004,Utilities,Electric Utilities: Central
SOJD,22835421742,Utilities,Electric Utilities: Central
SOJE,20030552987,Basic Materials,Metal Mining
SOJF,0,Basic Materials,Metal Mining
SOL,70823838,Technology,Semiconductors
SOLV,11863687804,Health Care,Medical/Dental Instruments
SON,4216669489,Consumer Discretionary,Containers/Packaging
SOND,22591969,Consumer Discretionary,Hotels/Resorts
SONDW,93844,Consumer Discretionary,Hotels/Resorts
SONM,8474236,Utilities,Telecommunications Equipment
SONN,3845309,Health Care,Biotechnology: Pharmaceutical Preparations
SONO,1069362314,Consumer Staples,Consumer Electronics/Appliances
SONY,1.38488E+11,Consumer Staples,Consumer Electronics/Appliances
SOPA,2726611,Consumer Discretionary,Business Services
SOPH,196483349,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOR,350468286,Finance,Investment Managers
SOS,60596301,Finance,Finance: Consumer Services
SOTK,55518089,Technology,Industrial Machinery/Components
SOUN,3522831564,Technology,Computer Software: Prepackaged Software
SOUNW,1362454110,Technology,Computer Software: Prepackaged Software
SOWG,6602175,Consumer Staples,Packaged Foods
SPAI,33530529,Health Care,Industrial Specialties
SPB,1682248970,Miscellaneous,Industrial Machinery/Components
SPCB,5958041,Technology,Semiconductors
SPCE,94150128,Consumer Discretionary,Transportation Services
SPE,0,Finance,Finance/Investors Services
SPE^C,,,
SPFI,532321542,Finance,Major Banks
SPG,49979285179,Real Estate,Real Estate Investment Trusts
SPG^J,,,
SPGI,1.45894E+11,Finance,Finance: Consumer Services
SPH,1282135710,Consumer Discretionary,Other Specialty Stores
SPHL,12325000,Consumer Discretionary,Homebuilding
SPHR,1108517293,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,318574247,Consumer Discretionary,Telecommunications Equipment
SPKL,0,,
SPKLU,0,,
SPLP,782074672,Industrials,Industrial Specialties
SPLP^A,,,
SPMA,0,,
SPMC,0,,
SPNS,1464245295,Technology,Computer Software: Prepackaged Software
SPNT,2598972292,Finance,Property-Casualty Insurers
SPNT^B,,,
SPOK,309144039,Telecommunications,Telecommunications Equipment
SPOT,1.16E+11,Consumer Discretionary,Broadcasting
SPPL,12902535,Consumer Discretionary,Diversified Commercial Services
SPR,3889717234,Industrials,Military/Government/Technical
SPRB,12188397,Health Care,Biotechnology: Pharmaceutical Preparations
SPRC,2983183,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,32975788,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,37964300,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,1308918185,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,5131198018,Technology,Computer Software: Prepackaged Software
SPT,1222751319,Technology,Computer Software: Prepackaged Software
SPTN,648284698,Consumer Discretionary,Food Distributors
SPWH,59086135,Consumer Discretionary,Other Specialty Stores
SPXC,6274166997,Industrials,Industrial Machinery/Components
SPXX,0,Finance,Trusts Except Educational Religious and Charitable
SQFT,8067798,Real Estate,Real Estate Investment Trusts
SQFTP,200176228,Real Estate,Real Estate Investment Trusts
SQFTW,559084,Real Estate,Real Estate Investment Trusts
SQM,10140165188,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,48736095,Technology,Semiconductors
SR,4350265756,Utilities,Oil/Gas Transmission
SR^A,,,
SRAD,6722875339,Technology,Computer Software: Programming Data Processing
SRBK,112624995,Finance,Banks
SRCE,1382604375,Finance,Major Banks
SRDX,403861944,Health Care,Medical/Dental Instruments
SRE,44338180367,Utilities,Natural Gas Distribution
SREA,13156771283,Utilities,Natural Gas Distribution
SRFM,42028513,Consumer Discretionary,Transportation Services
SRG,156582407,Finance,Real Estate
SRG^A,,,
SRI,118258709,Consumer Discretionary,Auto Parts:O.E.M.
SRL,115465335,Finance,Commercial Banks
SRM,5500712,Consumer Discretionary,Recreational Games/Products/Toys
SRPT,5399834862,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,2561953207,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTS,75713868,Health Care,Medical/Dental Instruments
SRV,0,Finance,Finance Companies
SRZN,31007047,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SSB,8851152244,Finance,Major Banks
SSBI,56855068,Finance,Major Banks
SSBK,331599256,Finance,Savings Institutions
SSD,6341497791,Consumer Discretionary,Industrial Machinery/Components
SSKN,11178294,Health Care,Medical/Dental Instruments
SSL,2086967210,Energy,Oil & Gas Production
SSNC,19191417712,Technology,Computer Software: Prepackaged Software
SSP,207215400,Industrials,Broadcasting
SSRM,2027023712,Industrials,Precious Metals
SSSS,112577886,Finance,Finance: Consumer Services
SSSSL,570428380,Finance,Finance: Consumer Services
SST,31701977,Technology,Computer Software: Programming Data Processing
SSTI,205950705,Technology,Computer Software: Prepackaged Software
SSTK,581677296,Technology,EDP Services
SSY,6546353,Health Care,Hospital/Nursing Management
SSYS,653938666,Technology,Computer peripheral equipment
ST,3122644925,Industrials,Industrial Machinery/Components
STAA,782793654,Health Care,Ophthalmic Goods
STAG,5998057356,Real Estate,Real Estate Investment Trusts
STAI,8275849,Industrials,Electrical Products
STAK,18675000,Industrials,Metal Fabrications
STBA,1360179510,Finance,Major Banks
STBX,1211969,Consumer Discretionary,Advertising
STC,1855250396,Finance,Specialty Insurers
STE,21904030900,Health Care,Industrial Specialties
STEC,32760000,Finance,Investment Managers
STEL,1381998706,Finance,Major Banks
STEM,57501648,Miscellaneous,Industrial Machinery/Components
STEP,5652718395,Finance,Investment Managers
STEW,0,Finance,Investment Managers
STFS,9895200,Consumer Discretionary,Advertising
STG,63122333,Real Estate,Other Consumer Services
STGW,1426650736,Consumer Discretionary,Advertising
STHO,90972540,Real Estate,Real Estate
STI,12202235,Miscellaneous,Industrial Machinery/Components
STIM,268523209,Health Care,Medical/Dental Instruments
STK,0,Finance,Investment Managers
STKH,2555604,Consumer Staples,Packaged Foods
STKL,473205390,Industrials,Farming/Seeds/Milling
STKS,94053839,Consumer Discretionary,Restaurants
STLA,29150581863,Consumer Discretionary,Auto Manufacturing
STLD,18417612883,Industrials,Steel/Iron Ore
STM,19400588813,Technology,Semiconductors
STN,9727633334,Consumer Discretionary,Military/Government/Technical
STNE,3423011977,Technology,EDP Services
STNG,1717129045,Consumer Discretionary,Marine Transportation
STOK,347719862,Health Care,Biotechnology: Pharmaceutical Preparations
STR,2531647013,Energy,Oil & Gas Production
STRA,1995474234,Real Estate,Other Consumer Services
STRF,22767918789,Technology,Computer Software: Prepackaged Software
STRK,21614982469,Technology,Computer Software: Prepackaged Software
STRL,4117033698,Industrials,Military/Government/Technical
STRM,9740702,Technology,EDP Services
STRO,52602533,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,6251372,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,27025164,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,168804276,Real Estate,Homebuilding
STRT,159879355,Consumer Discretionary,Auto Parts:O.E.M.
STRW,133169126,Real Estate,Real Estate Investment Trusts
STSS,228675,Health Care,Medical/Dental Instruments
STSSW,202540,Finance,Finance: Consumer Services
STT,23746775983,Finance,Major Banks
STT^G,,,
STTK,44263688,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,6250669943,Health Care,Medical/Dental Instruments
STWD,6279452452,Real Estate,Real Estate Investment Trusts
STX,15727742226,Technology,Electronic Components
STXS,150464409,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,33145942889,Consumer Staples,Beverages (Production/Distribution)
SU,43005866245,Energy,Integrated oil Companies
SUGP,8073093,Consumer Discretionary,Diversified Commercial Services
SUI,15464982406,Real Estate,Real Estate Investment Trusts
SUN,8078061141,Energy,Integrated oil Companies
SUNE,35750,Utilities,Telecommunications Equipment
SUNS,119988156,Real Estate,Real Estate Investment Trusts
SUP,69365417,Consumer Discretionary,Auto Parts:O.E.M.
SUPN,1770400697,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,1109835238,Finance,Commercial Banks
SURG,47967140,Consumer Discretionary,Advertising
SUUN,77193967,Utilities,Power Generation
SUZ,11658811478,Basic Materials,Paper
SVC,351603093,Real Estate,Real Estate Investment Trusts
SVCC,0,,
SVCCU,0,Finance,Blank Checks
SVCO,121857696,Technology,Computer Software: Prepackaged Software
SVII,0,Finance,Blank Checks
SVIIR,0,,
SVIIW,0,Finance,Blank Checks
SVM,777206994,Basic Materials,Precious Metals
SVRA,473014804,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,1574949,Technology,EDP Services
SVREW,13588,Technology,EDP Services
SVT,26837695,Consumer Discretionary,Industrial Machinery/Components
SVV,1317275371,Consumer Discretionary,Other Specialty Stores
SW,22278069909,Consumer Discretionary,Containers/Packaging
SWAG,16933651,Consumer Discretionary,Advertising
SWAGW,266100,Consumer Discretionary,Advertising
SWBI,392504111,Industrials,Ordnance And Accessories
SWI,3173011489,Technology,Computer Software: Prepackaged Software
SWIM,663399889,Industrials,Plastic Products
SWIN,23490600,Finance,Investment Bankers/Brokers/Service
SWK,9916463869,Consumer Discretionary,Industrial Machinery/Components
SWKH,208052816,Finance,Diversified Financial Services
SWKHL,307190350,,
SWKS,9687861396,Technology,Semiconductors
SWTX,2781618752,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SWVL,28705696,Consumer Discretionary,Business Services
SWVLW,149468,Consumer Discretionary,Business Services
SWX,5040491049,Utilities,Oil & Gas Production
SWZ,0,Finance,Finance Companies
SXC,744827613,Industrials,Steel/Iron Ore
SXI,1768530611,Industrials,Industrial Machinery/Components
SXT,3107007302,Industrials,Major Chemicals
SXTC,1452319,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,3682228,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,55970,Health Care,Biotechnology: Pharmaceutical Preparations
SY,70075740,Technology,EDP Services
SYBT,1981441692,Finance,Major Banks
SYBX,12046992,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,19624074205,Finance,Finance: Consumer Services
SYF^A,,,
SYF^B,,,
SYK,1.38502E+11,Health Care,Medical/Dental Instruments
SYM,12579816684,Industrials,Industrial Machinery/Components
SYNA,2047891350,Technology,Semiconductors
SYNX,9292500,Consumer Staples,Consumer Electronics/Appliances
SYPR,36371616,Industrials,Industrial Machinery/Components
SYRA,2691254,Consumer Discretionary,Diversified Commercial Services
SYRE,805884251,Health Care,Biotechnology: Pharmaceutical Preparations
SYT,54436315,Finance,Real Estate
SYTA,1730389,Telecommunications,Telecommunications Equipment
SYTAW,42438,Telecommunications,Telecommunications Equipment
SYY,34769550799,Consumer Discretionary,Food Distributors
SZZLU,0,Finance,Blank Checks
T,1.90007E+11,Telecommunications,Telecommunications Equipment
T^A,,,
T^C,,,
TAC,2635755000,Utilities,Electric Utilities: Central
TACHU,0,Finance,Blank Checks
TACT,36290581,Technology,Computer peripheral equipment
TAIT,13427231,Technology,Electronic Components
TAK,44999306148,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,5843634681,Real Estate,Other Consumer Services
TALK,491836776,Health Care,Medical/Nursing Services
TALKW,15193040,Health Care,Medical/Nursing Services
TALO,1368452436,Energy,Oil & Gas Production
TANH,2247517,Industrials,Major Chemicals
TAOP,998920,Technology,Computer Software: Prepackaged Software
TAP,12273866634,Consumer Staples,Beverages (Production/Distribution)
TARA,147069860,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,1760361155,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,1177158092,Technology,EDP Services
TATT,298671773,Industrials,Aerospace
TAVI,0,Finance,Blank Checks
TAVIR,0,Finance,Blank Checks
TAVIU,0,Finance,Blank Checks
TAYD,104798082,Industrials,Industrial Machinery/Components
TBB,1.65601E+11,Telecommunications,Telecommunications Equipment
TBBB,2965465875,Consumer Staples,Food Chains
TBBK,2258676694,Finance,Major Banks
TBCH,241650516,Telecommunications,Telecommunications Equipment
TBH,7575690,Consumer Discretionary,Services-Misc. Amusement & Recreation
TBI,145568519,Consumer Discretionary,Professional Services
TBLA,938686099,Technology,Computer Software: Programming Data Processing
TBLAW,54525124,Technology,Computer Software: Programming Data Processing
TBLD,548279380,Finance,Investment Managers
TBMC,0,Finance,Blank Checks
TBN,340305879,Energy,Oil & Gas Production
TBPH,421984619,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,384692022,Technology,EDP Services
TC,2029574,Consumer Discretionary,Business Services
TCBI,3047899596,Finance,Major Banks
TCBIO,874246563,Finance,Major Banks
TCBK,1248919699,Finance,Major Banks
TCBS,48986432,Finance,Banks
TCBX,403050862,Finance,Banks
TCI,259093087,Real Estate,Real Estate Investment Trusts
TCMD,320522528,Health Care,Medical/Dental Instruments
TCOM,35432241202,Consumer Discretionary,Business Services
TCPC,598093398,Finance,Finance/Investors Services
TCRT,4115218,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,67908752,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,166261071,Technology,EDP Services
TD,1.00718E+11,Finance,Commercial Banks
TDAC,0,,
TDACU,0,,
TDACW,0,,
TDC,2041468000,Technology,Computer Software: Prepackaged Software
TDF,0,Finance,Finance/Investors Services
TDG,73867327000,Industrials,Military/Government/Technical
TDOC,1368535612,Health Care,Medical/Nursing Services
TDS,4150740000,Telecommunications,Telecommunications Equipment
TDS^U,,,
TDS^V,,,
TDTH,14716382,Consumer Discretionary,Business Services
TDUP,366013280,Consumer Discretionary,Catalog/Specialty Distribution
TDW,1886898412,Consumer Discretionary,Marine Transportation
TDY,21951007099,Industrials,Industrial Machinery/Components
TE,184006949,Miscellaneous,Industrial Machinery/Components
TEAF,141926656,Finance,Trusts Except Educational Religious and Charitable
TEAM,34376056912,Technology,Computer Software: Prepackaged Software
TECH,8547801020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,17060650261,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,71154311,Finance,Major Banks
TECX,314279396,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,25288920531,Telecommunications,Telecommunications Equipment
TEI,0,Finance,Finance Companies
TEL,39937556675,Technology,Electronic Components
TELA,40737631,Health Care,Medical/Dental Instruments
TELO,86014119,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,7541194133,Technology,Computer Software: Programming Data Processing
TEN,447009885,Consumer Discretionary,Marine Transportation
TEN^E,,,
TEN^F,,,
